wsg,species,habitat_type,unit,link_value,bcfishpass_value,diff_pct
CANO,BT,rearing_lake_centerline,km,0,0,NA
CANO,BT,rearing_wetland_centerline,km,0,0,NA
CARP,BT,spawning,km,497.23,489.5,1.58
CARP,BT,rearing,km,1072.52,1085.42,-1.19
CARP,BT,lake_rearing,ha,0,11285.72,-100
CARP,BT,wetland_rearing,ha,0,2918.25,-100
CARP,BT,rearing_stream,km,805.08,813.27,-1.01
CARP,BT,rearing_lake_centerline,km,0,0,NA
CARP,BT,rearing_wetland_centerline,km,0,0,NA
CARR,BT,spawning,km,532.67,534.89,-0.42
CARR,BT,rearing,km,895.41,905.17,-1.08
CARR,BT,lake_rearing,ha,0,7968.83,-100
CARR,BT,wetland_rearing,ha,0,878.37,-100
CARR,BT,rearing_stream,km,553.7,563.48,-1.74
CARR,BT,rearing_lake_centerline,km,0,0,NA
CARR,BT,rearing_wetland_centerline,km,0,0,NA
CARR,CH,spawning,km,160.18,160.41,-0.14
CARR,CH,rearing,km,180.63,180.56,0.04
CARR,CH,lake_rearing,ha,0,0,NA
CARR,CH,wetland_rearing,ha,0,0,NA
CARR,CH,rearing_stream,km,99.98,99.95,0.03
CARR,CH,rearing_lake_centerline,km,0,0,NA
CARR,CH,rearing_wetland_centerline,km,0,0,NA
CARR,CO,spawning,km,186.77,186.41,0.19
CARR,CO,rearing,km,197.57,197.45,0.06
CARR,CO,lake_rearing,ha,0,0,NA
CARR,CO,wetland_rearing,ha,0,189.83,-100
CARR,CO,rearing_stream,km,116.92,116.84,0.07
CARR,CO,rearing_lake_centerline,km,0,0,NA
CARR,CO,rearing_wetland_centerline,km,0,0,NA
CARR,SK,spawning,km,46.76,45.93,1.81
CARR,SK,rearing,km,41.08,41.08,0
CARR,SK,lake_rearing,ha,1476.19,1476.19,0
CARR,SK,wetland_rearing,ha,0,0,NA
CARR,SK,rearing_stream,km,0,0,NA
CARR,SK,rearing_lake_centerline,km,0,0,NA
CARR,SK,rearing_wetland_centerline,km,0,0,NA
CHES,BT,spawning,km,145.45,145.45,0
CHES,BT,rearing,km,336.47,336.47,0
CHES,BT,lake_rearing,ha,0,1579.75,-100
CHES,BT,wetland_rearing,ha,0,1422.58,-100
CHES,BT,rearing_stream,km,262.85,262.85,0
CHES,BT,rearing_lake_centerline,km,0,0,NA
CHES,BT,rearing_wetland_centerline,km,0,0,NA
CHES,CH,spawning,km,88.26,88.2,0.07
CHES,CH,rearing,km,149.77,148.92,0.57
CHES,CH,lake_rearing,ha,0,0,NA
CHES,CH,wetland_rearing,ha,0,0,NA
CHES,CH,rearing_stream,km,124.07,123.28,0.64
CHES,CH,rearing_lake_centerline,km,0,0,NA
CHES,CH,rearing_wetland_centerline,km,0,0,NA
CHES,SK,spawning,km,0,0,NA
CHES,SK,rearing,km,10.18,10.18,0
CHES,SK,lake_rearing,ha,563.85,563.85,0
CHES,SK,wetland_rearing,ha,0,0,NA
CHES,SK,rearing_stream,km,0,0,NA
CHES,SK,rearing_lake_centerline,km,0,0,NA
CHES,SK,rearing_wetland_centerline,km,0,0,NA
CHIL,CH,spawning,km,145.27,145.27,0
CHIL,CH,rearing,km,271.17,271.17,0
CHIL,CH,lake_rearing,ha,0,0,NA
CHIL,CH,wetland_rearing,ha,0,0,NA
CHIL,CH,rearing_stream,km,251.26,251.26,0
CHIL,CH,rearing_lake_centerline,km,0,0,NA
CHIL,CH,rearing_wetland_centerline,km,0,0,NA
CHIR,BT,spawning,km,407.22,406.09,0.28
CHIR,BT,rearing,km,989.09,988.37,0.07
CHIR,BT,lake_rearing,ha,0,21443.18,-100
CHIR,BT,wetland_rearing,ha,0,1470.76,-100
CHIR,BT,rearing_stream,km,528.6,528.6,0
CHIR,BT,rearing_lake_centerline,km,0,0,NA
CHIR,BT,rearing_wetland_centerline,km,0,0,NA
CHIR,SK,spawning,km,24.96,25.55,-2.31
CHIR,SK,rearing,km,991.11,996.95,-0.59
CHIR,SK,lake_rearing,ha,20469.7,20469.7,0
CHIR,SK,wetland_rearing,ha,0,0,NA
CHIR,SK,rearing_stream,km,0,0,NA
CHIR,SK,rearing_lake_centerline,km,0,0,NA
CHIR,SK,rearing_wetland_centerline,km,0,0,NA
CHIR,ST,spawning,km,268.76,266.93,0.69
CHIR,ST,rearing,km,400.94,406.66,-1.41
CHIR,ST,lake_rearing,ha,0,0,NA
CHIR,ST,wetland_rearing,ha,0,388.17,-100
CHIR,ST,rearing_stream,km,286.27,292.56,-2.15
CHIR,ST,rearing_lake_centerline,km,0,0,NA
CHIR,ST,rearing_wetland_centerline,km,0,0,NA
CHWK,BT,spawning,km,316.56,316.28,0.09
CHWK,BT,rearing,km,418.39,421.08,-0.64
CHWK,BT,lake_rearing,ha,0,1913.58,-100
CHWK,BT,wetland_rearing,ha,0,79.17,-100
CHWK,BT,rearing_stream,km,254.64,256.44,-0.7
CHWK,BT,rearing_lake_centerline,km,0,0,NA
CHWK,BT,rearing_wetland_centerline,km,0,0,NA
CHWK,CH,spawning,km,253.93,253.65,0.11
CHWK,CH,rearing,km,301.07,300.35,0.24
CHWK,CH,lake_rearing,ha,0,0,NA
CHWK,CH,wetland_rearing,ha,0,0,NA
CHWK,CH,rearing_stream,km,192.03,191.73,0.16
CHWK,CH,rearing_lake_centerline,km,0,0,NA
CHWK,CH,rearing_wetland_centerline,km,0,0,NA
CHWK,CM,spawning,km,313.38,313.08,0.1
CHWK,CM,rearing,km,0,0,NA
CHWK,CM,lake_rearing,ha,0,0,NA
CHWK,CM,wetland_rearing,ha,0,0,NA
CHWK,CM,rearing_stream,km,0,0,NA
CHWK,CM,rearing_lake_centerline,km,0,0,NA
CHWK,CM,rearing_wetland_centerline,km,0,0,NA
CHWK,CO,spawning,km,304.19,303.9,0.1
CHWK,CO,rearing,km,312.25,315,-0.87
CHWK,CO,lake_rearing,ha,0,0,NA
CHWK,CO,wetland_rearing,ha,0,94.77,-100
CHWK,CO,rearing_stream,km,203.21,203.07,0.07
CHWK,CO,rearing_lake_centerline,km,0,0,NA
CHWK,CO,rearing_wetland_centerline,km,0,0,NA
CHWK,PK,spawning,km,313.38,313.08,0.1
CHWK,PK,rearing,km,0,0,NA
CHWK,PK,lake_rearing,ha,0,0,NA
CHWK,PK,wetland_rearing,ha,0,0,NA
CHWK,PK,rearing_stream,km,0,0,NA
CHWK,PK,rearing_lake_centerline,km,0,0,NA
CHWK,PK,rearing_wetland_centerline,km,0,0,NA
CHWK,SK,spawning,km,5.96,5.4,10.37
CHWK,SK,rearing,km,62.92,62.92,0
CHWK,SK,lake_rearing,ha,1816.21,1816.21,0
CHWK,SK,wetland_rearing,ha,0,0,NA
CHWK,SK,rearing_stream,km,0,0,NA
CHWK,SK,rearing_lake_centerline,km,0,0,NA
CHWK,SK,rearing_wetland_centerline,km,0,0,NA
CHWK,ST,spawning,km,254.57,254.29,0.11
CHWK,ST,rearing,km,321.69,324.16,-0.76
CHWK,ST,lake_rearing,ha,0,0,NA
CHWK,ST,wetland_rearing,ha,0,0,NA
CHWK,ST,rearing_stream,km,211.55,211.21,0.16
CHWK,ST,rearing_lake_centerline,km,0,0,NA
CHWK,ST,rearing_wetland_centerline,km,0,0,NA
CLAY,CH,spawning,km,383.46,383.04,0.11
CLAY,CH,rearing,km,485.68,486.1,-0.09
CLAY,CH,lake_rearing,ha,0,0,NA
CLAY,CH,wetland_rearing,ha,0,0,NA
CLAY,CH,rearing_stream,km,343,343.62,-0.18
CLAY,CH,rearing_lake_centerline,km,0,0,NA
CLAY,CH,rearing_wetland_centerline,km,0,0,NA
CLAY,CM,spawning,km,531.8,529.48,0.44
CLAY,CM,rearing,km,0,0,NA
CLAY,CM,lake_rearing,ha,0,0,NA
CLAY,CM,wetland_rearing,ha,0,0,NA
CLAY,CM,rearing_stream,km,0,0,NA
CLAY,CM,rearing_lake_centerline,km,0,0,NA
CLAY,CM,rearing_wetland_centerline,km,0,0,NA
CLAY,CO,spawning,km,501.49,500.48,0.2
CLAY,CO,rearing,km,522.32,522.17,0.03
CLAY,CO,lake_rearing,ha,0,0,NA
CLAY,CO,wetland_rearing,ha,0,469.87,-100
CLAY,CO,rearing_stream,km,379.63,379.68,-0.01
CLAY,CO,rearing_lake_centerline,km,0,0,NA
CLAY,CO,rearing_wetland_centerline,km,0,0,NA
CLAY,SK,spawning,km,39.99,39.32,1.7
CLAY,SK,rearing,km,145.16,145.16,0
CLAY,SK,lake_rearing,ha,7009.26,7009.26,0
CLAY,SK,wetland_rearing,ha,0,0,NA
CLAY,SK,rearing_stream,km,0,0,NA
CLAY,SK,rearing_lake_centerline,km,0,0,NA
CLAY,SK,rearing_wetland_centerline,km,0,0,NA
CLAY,ST,spawning,km,424.78,424.38,0.09
CLAY,ST,rearing,km,627.32,626.3,0.16
CLAY,ST,lake_rearing,ha,0,0,NA
CLAY,ST,wetland_rearing,ha,0,8.29,-100
CLAY,ST,rearing_stream,km,464.18,463.41,0.17
CLAY,ST,rearing_lake_centerline,km,0,0,NA
CLAY,ST,rearing_wetland_centerline,km,0,0,NA
CLRH,BT,spawning,km,715.46,721.91,-0.89
CLRH,BT,rearing,km,1346.73,1368.43,-1.59
CLRH,BT,lake_rearing,ha,0,42145.81,-100
CLRH,BT,wetland_rearing,ha,0,1021.73,-100
CLRH,BT,rearing_stream,km,546.09,568.08,-3.87
CLRH,BT,rearing_lake_centerline,km,0,0,NA
CLRH,BT,rearing_wetland_centerline,km,0,0,NA
CLRH,WCT,spawning,km,627.58,633.44,-0.93
CLRH,WCT,rearing,km,728.84,756.86,-3.7
CLRH,WCT,lake_rearing,ha,0,0,NA
CLRH,WCT,wetland_rearing,ha,0,839.94,-100
CLRH,WCT,rearing_stream,km,341.94,373.58,-8.47
CLRH,WCT,rearing_lake_centerline,km,0,0,NA
CLRH,WCT,rearing_wetland_centerline,km,0,0,NA
CLWR,CH,spawning,km,109.68,109.75,-0.06
CLWR,CH,rearing,km,128.99,128.32,0.52
CLWR,CH,lake_rearing,ha,0,0,NA
CLWR,CH,wetland_rearing,ha,0,0,NA
CLWR,CH,rearing_stream,km,47.34,48.15,-1.68
CLWR,CH,rearing_lake_centerline,km,0,0,NA
CLWR,CH,rearing_wetland_centerline,km,0,0,NA
CLWR,CO,spawning,km,131.65,132.43,-0.59
CLWR,CO,rearing,km,162,160.77,0.77
CLWR,CO,lake_rearing,ha,0,0,NA
CLWR,CO,wetland_rearing,ha,0,432.65,-100
CLWR,CO,rearing_stream,km,80.35,80.65,-0.37
CLWR,CO,rearing_lake_centerline,km,0,0,NA
CLWR,CO,rearing_wetland_centerline,km,0,0,NA
COAL,BT,spawning,km,1211.11,NA,NA
COAL,BT,rearing,km,2172.26,NA,NA
COAL,BT,lake_rearing,ha,0,0,NA
COAL,BT,wetland_rearing,ha,0,0,NA
COAL,BT,rearing_stream,km,1679.6,NA,NA
COAL,BT,rearing_lake_centerline,km,0,NA,NA
COAL,BT,rearing_wetland_centerline,km,0,NA,NA
COLR,BT,spawning,km,621.12,621.11,0
COLR,BT,rearing,km,930.19,943.27,-1.39
COLR,BT,lake_rearing,ha,0,4754.53,-100
COLR,BT,wetland_rearing,ha,0,2761.85,-100
COLR,BT,rearing_stream,km,593.08,604.98,-1.97
COLR,BT,rearing_lake_centerline,km,0,0,NA
COLR,BT,rearing_wetland_centerline,km,0,0,NA
COLR,WCT,spawning,km,724.71,727,-0.31
COLR,WCT,rearing,km,856.89,898.23,-4.6
COLR,WCT,lake_rearing,ha,0,0,NA
COLR,WCT,wetland_rearing,ha,0,2480.21,-100
COLR,WCT,rearing_stream,km,576.39,619.18,-6.91
COLR,WCT,rearing_lake_centerline,km,0,0,NA
COLR,WCT,rearing_wetland_centerline,km,0,0,NA
COMX,CH,spawning,km,295.82,291.59,1.45
COMX,CH,rearing,km,372.07,365.91,1.68
COMX,CH,lake_rearing,ha,0,0,NA
COMX,CH,wetland_rearing,ha,0,0,NA
COMX,CH,rearing_stream,km,275.8,269.66,2.28
COMX,CH,rearing_lake_centerline,km,0,0,NA
COMX,CH,rearing_wetland_centerline,km,0,0,NA
COMX,CM,spawning,km,402.98,395.68,1.84
COMX,CM,rearing,km,0,0,NA
COMX,CM,lake_rearing,ha,0,0,NA
COMX,CM,wetland_rearing,ha,0,0,NA
COMX,CM,rearing_stream,km,0,0,NA
COMX,CM,rearing_lake_centerline,km,0,0,NA
COMX,CM,rearing_wetland_centerline,km,0,0,NA
COMX,CO,spawning,km,394.41,387.62,1.75
COMX,CO,rearing,km,454.4,446.7,1.72
COMX,CO,lake_rearing,ha,0,0,NA
COMX,CO,wetland_rearing,ha,0,821.61,-100
COMX,CO,rearing_stream,km,358.13,350.45,2.19
COMX,CO,rearing_lake_centerline,km,0,0,NA
COMX,CO,rearing_wetland_centerline,km,0,0,NA
COMX,PK,spawning,km,402.98,395.68,1.84
COMX,PK,rearing,km,0,0,NA
COMX,PK,lake_rearing,ha,0,0,NA
COMX,PK,wetland_rearing,ha,0,0,NA
COMX,PK,rearing_stream,km,0,0,NA
COMX,PK,rearing_lake_centerline,km,0,0,NA
COMX,PK,rearing_wetland_centerline,km,0,0,NA
COMX,SK,spawning,km,15.52,15.52,0
COMX,SK,rearing,km,48.77,48.77,0
COMX,SK,lake_rearing,ha,2426.51,2426.51,0
COMX,SK,wetland_rearing,ha,0,0,NA
COMX,SK,rearing_stream,km,0,0,NA
COMX,SK,rearing_lake_centerline,km,0,0,NA
COMX,SK,rearing_wetland_centerline,km,0,0,NA
COMX,ST,spawning,km,339.19,334.96,1.26
COMX,ST,rearing,km,479.05,471.05,1.7
COMX,ST,lake_rearing,ha,0,0,NA
COMX,ST,wetland_rearing,ha,0,178.24,-100
COMX,ST,rearing_stream,km,370.88,362.92,2.19
COMX,ST,rearing_lake_centerline,km,0,0,NA
COMX,ST,rearing_wetland_centerline,km,0,0,NA
COTR,BT,spawning,km,1488.89,1485.16,0.25
COTR,BT,rearing,km,2343.42,2355.38,-0.51
COTR,BT,lake_rearing,ha,0,2667.74,-100
COTR,BT,wetland_rearing,ha,0,5714.09,-100
COTR,BT,rearing_stream,km,1910.18,1920.18,-0.52
COTR,BT,rearing_lake_centerline,km,0,0,NA
COTR,BT,rearing_wetland_centerline,km,0,0,NA
COTR,CH,spawning,km,694.8,693.15,0.24
COTR,CH,rearing,km,1033.8,1027.58,0.61
COTR,CH,lake_rearing,ha,0,0,NA
COTR,CH,wetland_rearing,ha,0,0,NA
COTR,CH,rearing_stream,km,734.36,734.36,0
COTR,CH,rearing_lake_centerline,km,0,0,NA
COTR,CH,rearing_wetland_centerline,km,0,0,NA
COTR,CO,spawning,km,1084.29,1082.36,0.18
COTR,CO,rearing,km,1500.42,1484.24,1.09
COTR,CO,lake_rearing,ha,0,0,NA
COTR,CO,wetland_rearing,ha,0,5330,-100
COTR,CO,rearing_stream,km,1200.98,1191.02,0.84
COTR,CO,rearing_lake_centerline,km,0,0,NA
COTR,CO,rearing_wetland_centerline,km,0,0,NA
COTR,PK,spawning,km,1088.03,1084.8,0.3
COTR,PK,rearing,km,0,0,NA
COTR,PK,lake_rearing,ha,0,0,NA
COTR,PK,wetland_rearing,ha,0,0,NA
COTR,PK,rearing_stream,km,0,0,NA
COTR,PK,rearing_lake_centerline,km,0,0,NA
COTR,PK,rearing_wetland_centerline,km,0,0,NA
COWN,BT,spawning,km,776.03,749.52,3.54
COWN,BT,rearing,km,1136.26,1093.62,3.9
COWN,BT,lake_rearing,ha,0,7821.73,-100
COWN,BT,wetland_rearing,ha,0,353.04,-100
COWN,BT,rearing_stream,km,816.25,773.48,5.53
COWN,BT,rearing_lake_centerline,km,0,0,NA
COWN,BT,rearing_wetland_centerline,km,0,0,NA
COWN,CH,spawning,km,469.27,468.97,0.06
COWN,CH,rearing,km,559.49,558.78,0.13
COWN,CH,lake_rearing,ha,0,0,NA
COWN,CH,wetland_rearing,ha,0,0,NA
COWN,CH,rearing_stream,km,370.32,370.21,0.03
COWN,CH,rearing_lake_centerline,km,0,0,NA
COWN,CH,rearing_wetland_centerline,km,0,0,NA
COWN,CM,spawning,km,618.22,617.29,0.15
COWN,CM,rearing,km,0,0,NA
COWN,CM,lake_rearing,ha,0,0,NA
COWN,CM,wetland_rearing,ha,0,0,NA
COWN,CM,rearing_stream,km,0,0,NA
COWN,CM,rearing_lake_centerline,km,0,0,NA
COWN,CM,rearing_wetland_centerline,km,0,0,NA
COWN,CO,spawning,km,591.33,591.03,0.05
COWN,CO,rearing,km,625.13,625.3,-0.03
COWN,CO,lake_rearing,ha,0,0,NA
COWN,CO,wetland_rearing,ha,0,467.69,-100
COWN,CO,rearing_stream,km,435.97,436.73,-0.17
COWN,CO,rearing_lake_centerline,km,0,0,NA
COWN,CO,rearing_wetland_centerline,km,0,0,NA
COWN,PK,spawning,km,618.22,617.29,0.15
COWN,PK,rearing,km,0,0,NA
COWN,PK,lake_rearing,ha,0,0,NA
COWN,PK,wetland_rearing,ha,0,0,NA
COWN,PK,rearing_stream,km,0,0,NA
COWN,PK,rearing_lake_centerline,km,0,0,NA
COWN,PK,rearing_wetland_centerline,km,0,0,NA
COWN,ST,spawning,km,490.89,490.27,0.13
COWN,ST,rearing,km,694.99,694.93,0.01
COWN,ST,lake_rearing,ha,0,0,NA
COWN,ST,wetland_rearing,ha,0,192.81,-100
COWN,ST,rearing_stream,km,504.83,505.37,-0.11
COWN,ST,rearing_lake_centerline,km,0,0,NA
COWN,ST,rearing_wetland_centerline,km,0,0,NA
CRKD,BT,spawning,km,695.12,689.78,0.77
CRKD,BT,rearing,km,1448.55,1456.49,-0.55
CRKD,BT,lake_rearing,ha,0,5689.8,-100
CRKD,BT,wetland_rearing,ha,0,6843.54,-100
CRKD,BT,rearing_stream,km,1168.52,1175.69,-0.61
CRKD,BT,rearing_lake_centerline,km,0,0,NA
CRKD,BT,rearing_wetland_centerline,km,0,0,NA
DEAD,BT,spawning,km,161.81,160.28,0.95
DEAD,BT,rearing,km,290.66,291.76,-0.38
DEAD,BT,lake_rearing,ha,0,635.71,-100
DEAD,BT,wetland_rearing,ha,0,518.91,-100
DEAD,BT,rearing_stream,km,262.7,263.62,-0.35
DEAD,BT,rearing_lake_centerline,km,0,0,NA
DEAD,BT,rearing_wetland_centerline,km,0,0,NA
DEAD,CH,spawning,km,109.35,109.07,0.26
DEAD,CH,rearing,km,127.91,127.95,-0.03
DEAD,CH,lake_rearing,ha,0,0,NA
DEAD,CH,wetland_rearing,ha,0,0,NA
DEAD,CH,rearing_stream,km,127.91,127.95,-0.03
DEAD,CH,rearing_lake_centerline,km,0,0,NA
DEAD,CH,rearing_wetland_centerline,km,0,0,NA
DEAD,CO,spawning,km,129.21,129.1,0.09
DEAD,CO,rearing,km,165.6,165.13,0.28
DEAD,CO,lake_rearing,ha,0,0,NA
DEAD,CO,wetland_rearing,ha,0,275.67,-100
DEAD,CO,rearing_stream,km,165.6,165.13,0.28
DEAD,CO,rearing_lake_centerline,km,0,0,NA
DEAD,CO,rearing_wetland_centerline,km,0,0,NA
DEAD,PK,spawning,km,130.51,130.44,0.05
DEAD,PK,rearing,km,0,0,NA
DEAD,PK,lake_rearing,ha,0,0,NA
DEAD,PK,wetland_rearing,ha,0,0,NA
DEAD,PK,rearing_stream,km,0,0,NA
DEAD,PK,rearing_lake_centerline,km,0,0,NA
DEAD,PK,rearing_wetland_centerline,km,0,0,NA
DEAD,SK,spawning,km,0,NA,NA
DEAD,SK,rearing,km,0,NA,NA
DEAD,SK,lake_rearing,ha,0,0,NA
DEAD,SK,wetland_rearing,ha,0,0,NA
DEAD,SK,rearing_stream,km,0,NA,NA
DEAD,SK,rearing_lake_centerline,km,0,NA,NA
DEAD,SK,rearing_wetland_centerline,km,0,NA,NA
DEAD,ST,spawning,km,114.3,114.02,0.25
DEAD,ST,rearing,km,151.83,151.86,-0.02
DEAD,ST,lake_rearing,ha,0,0,NA
DEAD,ST,wetland_rearing,ha,0,61.69,-100
DEAD,ST,rearing_stream,km,151.83,151.86,-0.02
DEAD,ST,rearing_lake_centerline,km,0,0,NA
DEAD,ST,rearing_wetland_centerline,km,0,0,NA
DEAL,BT,spawning,km,976.41,NA,NA
DEAL,BT,rearing,km,1726,NA,NA
DEAL,BT,lake_rearing,ha,0,0,NA
DEAL,BT,wetland_rearing,ha,0,0,NA
DEAL,BT,rearing_stream,km,1356.57,NA,NA
DEAL,BT,rearing_lake_centerline,km,0,NA,NA
DEAL,BT,rearing_wetland_centerline,km,0,NA,NA
DEAR,BT,spawning,km,499.67,NA,NA
DEAR,BT,rearing,km,1048.04,NA,NA
DEAR,BT,lake_rearing,ha,0,0,NA
DEAR,BT,wetland_rearing,ha,0,0,NA
DEAR,BT,rearing_stream,km,765.4,NA,NA
DEAR,BT,rearing_lake_centerline,km,0,NA,NA
DEAR,BT,rearing_wetland_centerline,km,0,NA,NA
DOGC,BT,spawning,km,286.17,284,0.76
DOGC,BT,rearing,km,485.64,483.51,0.44
DOGC,BT,lake_rearing,ha,0,24.57,-100
DOGC,BT,wetland_rearing,ha,0,726.58,-100
DOGC,BT,rearing_stream,km,440.54,438.41,0.49
DOGC,BT,rearing_lake_centerline,km,0,0,NA
DOGC,BT,rearing_wetland_centerline,km,0,0,NA
DOGC,CH,spawning,km,162,162,0
DOGC,CH,rearing,km,180.33,174.9,3.1
DOGC,CH,lake_rearing,ha,0,0,NA
DOGC,CH,wetland_rearing,ha,0,0,NA
DOGC,CH,rearing_stream,km,132.2,132.2,0
DOGC,CH,rearing_lake_centerline,km,0,0,NA
DOGC,CH,rearing_wetland_centerline,km,0,0,NA
DOGC,CO,spawning,km,191.52,191.52,0
DOGC,CO,rearing,km,210.62,205.13,2.68
DOGC,CO,lake_rearing,ha,0,0,NA
DOGC,CO,wetland_rearing,ha,0,141.74,-100
DOGC,CO,rearing_stream,km,162.5,162.43,0.04
DOGC,CO,rearing_lake_centerline,km,0,0,NA
DOGC,CO,rearing_wetland_centerline,km,0,0,NA
DOGC,SK,spawning,km,0,NA,NA
DOGC,SK,rearing,km,0,NA,NA
DOGC,SK,lake_rearing,ha,0,0,NA
DOGC,SK,wetland_rearing,ha,0,0,NA
DOGC,SK,rearing_stream,km,0,NA,NA
DOGC,SK,rearing_lake_centerline,km,0,NA,NA
DOGC,SK,rearing_wetland_centerline,km,0,NA,NA
DRIR,BT,spawning,km,382.1,381.93,0.04
DRIR,BT,rearing,km,737.74,741.85,-0.55
DRIR,BT,lake_rearing,ha,0,801.84,-100
DRIR,BT,wetland_rearing,ha,0,3620.87,-100
DRIR,BT,rearing_stream,km,594.08,598.17,-0.68
DRIR,BT,rearing_lake_centerline,km,0,0,NA
DRIR,BT,rearing_wetland_centerline,km,0,0,NA
DRIR,CH,spawning,km,217.55,216.43,0.52
DRIR,CH,rearing,km,387.4,377.3,2.68
DRIR,CH,lake_rearing,ha,0,0,NA
DRIR,CH,wetland_rearing,ha,0,0,NA
DRIR,CH,rearing_stream,km,284.08,274.22,3.6
DRIR,CH,rearing_lake_centerline,km,0,0,NA
DRIR,CH,rearing_wetland_centerline,km,0,0,NA
DRIR,SK,spawning,km,0,NA,NA
DRIR,SK,rearing,km,0,NA,NA
DRIR,SK,lake_rearing,ha,0,0,NA
DRIR,SK,wetland_rearing,ha,0,0,NA
DRIR,SK,rearing_stream,km,0,NA,NA
DRIR,SK,rearing_lake_centerline,km,0,NA,NA
DRIR,SK,rearing_wetland_centerline,km,0,NA,NA
DUNC,BT,spawning,km,539.37,538.41,0.18
DUNC,BT,rearing,km,861.44,861.81,-0.04
DUNC,BT,lake_rearing,ha,0,10168.19,-100
DUNC,BT,wetland_rearing,ha,0,470.44,-100
DUNC,BT,rearing_stream,km,502.06,502.34,-0.06
DUNC,BT,rearing_lake_centerline,km,0,0,NA
DUNC,BT,rearing_wetland_centerline,km,0,0,NA
DUNC,WCT,spawning,km,473.5,472.48,0.22
DUNC,WCT,rearing,km,572.58,567.65,0.87
DUNC,WCT,lake_rearing,ha,0,0,NA
DUNC,WCT,wetland_rearing,ha,0,404.97,-100
DUNC,WCT,rearing_stream,km,367.91,366.37,0.42
DUNC,WCT,rearing_lake_centerline,km,0,0,NA
DUNC,WCT,rearing_wetland_centerline,km,0,0,NA
DUNE,BT,spawning,km,775.55,NA,NA
DUNE,BT,rearing,km,1128.3,NA,NA
DUNE,BT,lake_rearing,ha,0,0,NA
DUNE,BT,wetland_rearing,ha,0,0,NA
DUNE,BT,rearing_stream,km,802.98,NA,NA
DUNE,BT,rearing_lake_centerline,km,0,NA,NA
DUNE,BT,rearing_wetland_centerline,km,0,NA,NA
ELKR,BT,spawning,km,1523.94,1497.68,1.75
ELKR,BT,rearing,km,2083.78,2104.67,-0.99
ELKR,BT,lake_rearing,ha,0,598.1,-100
ELKR,BT,wetland_rearing,ha,0,978.43,-100
ELKR,BT,rearing_stream,km,1558.44,1579.1,-1.31
ELKR,BT,rearing_lake_centerline,km,0,0,NA
ELKR,BT,rearing_wetland_centerline,km,0,0,NA
ELKR,WCT,spawning,km,1564.59,1538.22,1.71
ELKR,WCT,rearing,km,1885.02,1889.65,-0.25
ELKR,WCT,lake_rearing,ha,0,0,NA
ELKR,WCT,wetland_rearing,ha,0,600.27,-100
ELKR,WCT,rearing_stream,km,1376.46,1384.4,-0.57
ELKR,WCT,rearing_lake_centerline,km,0,0,NA
ELKR,WCT,rearing_wetland_centerline,km,0,0,NA
EUCH,CH,spawning,km,95.85,95.85,0
EUCH,CH,rearing,km,214.71,215.69,-0.45
EUCH,CH,lake_rearing,ha,0,0,NA
EUCH,CH,wetland_rearing,ha,0,0,NA
EUCH,CH,rearing_stream,km,210.46,211.43,-0.46
EUCH,CH,rearing_lake_centerline,km,0,0,NA
EUCH,CH,rearing_wetland_centerline,km,0,0,NA
EUCL,BT,spawning,km,705.71,703.22,0.35
EUCL,BT,rearing,km,1504.91,1513.65,-0.58
EUCL,BT,lake_rearing,ha,0,6557.44,-100
EUCL,BT,wetland_rearing,ha,0,13873.68,-100
EUCL,BT,rearing_stream,km,1275.89,1283.46,-0.59
EUCL,BT,rearing_lake_centerline,km,0,0,NA
EUCL,BT,rearing_wetland_centerline,km,0,0,NA
EUCL,CH,spawning,km,120.23,120.23,0
EUCL,CH,rearing,km,247.35,248.98,-0.65
EUCL,CH,lake_rearing,ha,0,0,NA
EUCL,CH,wetland_rearing,ha,0,0,NA
EUCL,CH,rearing_stream,km,233.2,234.88,-0.72
EUCL,CH,rearing_lake_centerline,km,0,0,NA
EUCL,CH,rearing_wetland_centerline,km,0,0,NA
FINA,BT,spawning,km,1268.71,1265.89,0.22
FINA,BT,rearing,km,2860.05,2859.31,0.03
FINA,BT,lake_rearing,ha,0,174580.98,-100
FINA,BT,wetland_rearing,ha,0,5886.41,-100
FINA,BT,rearing_stream,km,1900.17,1899.59,0.03
FINA,BT,rearing_lake_centerline,km,0,0,NA
FINA,BT,rearing_wetland_centerline,km,0,0,NA
FINL,BT,spawning,km,1365.64,1356.52,0.67
FINL,BT,rearing,km,2085.7,2083.16,0.12
FINL,BT,lake_rearing,ha,0,666.55,-100
FINL,BT,wetland_rearing,ha,0,3303.43,-100
FINL,BT,rearing_stream,km,1674.92,1672.38,0.15
FINL,BT,rearing_lake_centerline,km,0,0,NA
FINL,BT,rearing_wetland_centerline,km,0,0,NA
FIRE,BT,spawning,km,1012.26,1003.65,0.86
FIRE,BT,rearing,km,2016.75,2032.84,-0.79
FIRE,BT,lake_rearing,ha,0,11459.9,-100
FIRE,BT,wetland_rearing,ha,0,5040.64,-100
FIRE,BT,rearing_stream,km,1561.8,1578.06,-1.03
FIRE,BT,rearing_lake_centerline,km,0,0,NA
FIRE,BT,rearing_wetland_centerline,km,0,0,NA
FONT,BT,spawning,km,861.55,NA,NA
